year,country,broadcaster,artist,song,language,songwriter_s,conductor
2008,Poland,TVP,Isis Gee,For Life,English,Isis Gee,NA
2008,Portugal,RTP,Vânia Fernandes,Senhora do mar (Negras águas),Portuguese,Andrej BabićCarlos Coelho,NA
2008,Romania,TVR,Nico and Vlad,Pe-o margine de lume,"Romanian, Italian",Andreea AndreiAdina ȘuteuAndrei Tudor,NA
2008,Russia,RTR,Dima Bilan,Believe,English,Jim BeanzDima Bilan,NA
2008,San Marino,SMRTV,Miodio,Complice,Italian,Nicola Della ValleFrancesco Sancisi,NA
2008,Serbia,RTS,Jelena Tomašević feat. Bora Dugić,"Oro"" (Оро)",Serbian,Dejan IvanovićŽeljko Joksimović,NA
2008,Slovenia,RTVSLO,Rebeka Dremelj,Vrag naj vzame,Slovene,"Josip Miani-PipiIgor ""Amon"" Mazul",NA
2008,Spain,RTVE,Rodolfo Chikilicuatre,Baila el Chiki Chiki,"Spanish, English",Rodolfo Chikilicuatre and friends,NA
2008,Sweden,SVT,Charlotte Perrelli,Hero,English,Fredrik KempeBobby Ljunggren,NA
2008,Switzerland,SRG SSR,Paolo Meneguzzi,Era stupendo,Italian,Vincenzo IncenzoPablo Meneguzzo,NA
2008,Turkey,TRT,Mor ve Ötesi,Deli,Turkish,Mor ve Ötesi,NA
2008,Ukraine,NTU,Ani Lorak,Shady Lady,English,Karen KavaleryanPhilipp Kirkorov,NA
2008,United Kingdom,BBC,Andy Abraham,Even If,English,Andy AbrahamAndy WatkinsPaul Wilson,NA
2009,Albania,RTSH,Kejsi Tola,Carry Me in Your Dreams,English,Agim DoçiEdmond Zhulali,NA
2009,Andorra,RTVA,Susanne Georgi,La teva decisió (Get a Life),"Catalan, English",Rune BraagerLene DissingPernille GeorgiSusanne GeorgiJosep Roca VilaMarcus Winther-John,NA
2009,Armenia,AMPTV,Inga and Anush,"Jan Jan"" (Ջան Ջան)","English, Armenian",Avet BarseghyanMane HakobyanVardan Zadoyan,NA
2009,Azerbaijan,İTV,Aysel and Arash,Always,English,Johan BejerholmMarcus EnglöfArash LabafAlex PapaconstantinouRobert UhlmannAnderz WrethovElin Wrethov,NA
2009,Belarus,BTRC,Petr Elfimov,Eyes That Never Lie,English,Petr ElfimovValery Prokhozhy,NA
2009,Belgium,RTBF,Copycat,Copycat,English,Jacques DuvallBenjamin Schoos,NA
2009,Bosnia and Herzegovina,BHRT,Regina,Bistra voda,Bosnian,Aleksandar Čović,NA
2009,Bulgaria,BNT,Krassimir Avramov,Illusion,English,Krassimir AvramovCasie TabanauWilliam Tabanau,NA
2009,Croatia,HRT,Igor Cukrov feat. Andrea,Lijepa Tena,Croatian,Tonči HuljićVjekoslava Huljić,NA
2009,Cyprus,CyBC,Christina Metaxa,Firefly,English,Nikolas Metaxas,NA
2009,Czech Republic,ČT,Gipsy.cz,Aven Romale,"English, Romani","Radoslav ""Gipsy"" Banga",NA
2009,Denmark,DR,Brinck,Believe Again,English,Lars Halvor JensenRonan KeatingMartin Michael Larsson,NA
2009,Estonia,ERR,Urban Symphony,Rändajad,Estonian,Sven Lõhmus,NA
2009,Finland,YLE,Waldo's People,Lose Control,English,KarimaAnnie Kratz-GutåAri LehtonenWaldo,NA
2009,France,France Télévisions,Patricia Kaas,Et s'il fallait le faire,French,Fred BlondinAnse Lazio,NA
2009,Germany,NDR,Alex Swings Oscar Sings!,Miss Kiss Kiss Bang,English,Alex ChristensenSteffen Häfelinger,NA
2009,Greece,ERT,Sakis Rouvas,This Is Our Night,English,Cameron Giles-WebbDimitris KontopoulosCraig Porteils,NA
2009,Hungary,MTV,Zoli Ádok,Dance with Me,English,KasaiZé Szabó,NA
2009,Iceland,RÚV,Yohanna,Is It True?,English,Tinatin JaparidzeChristopher NeilÓskar Páll Sveinsson,NA
2009,Ireland,RTÉ,Sinéad Mulvey and Black Daisy,Et Cetera,English,Jonas GladnikoffNiall MooneyDaniele MorettiChristina Schilling,NA
2009,Israel,IBA,Noa and Mira Awad,There Must Be Another Way,"English, Hebrew, Arabic",Mira AwadGil DorNoa,NA
2009,Latvia,LTV,Intars Busulis,"Probka"" (Пробка)",Russian,Jānis ElsbergsKārlis LācisSergejs Timofejevs,NA
2009,Lithuania,LRT,Sasha Son,Love,"English, Russian",Dmitrij Šavrov,NA
2009,Macedonia,MRT,Next Time,"Nešto što kje ostane"" (Нешто што ќе остане)",Macedonian,Jovan JovanovDamjan LazarovElvir Mekić,NA
2009,Malta,PBS,Chiara,What If We,English,Gregory BilsenMarc Paelinck,NA
2009,Moldova,TRM,Nelly Ciobanu,Hora din Moldova,"Romanian, English",Nelly CiobanuVeaceslav DaniliucAndrei Hadjiu,NA
2009,Montenegro,RTCG,Andrea Demirović,Just Get Out of My Life,English,Bernd MeinungerJosé Juan Santana RodríguezRalph Siegel,NA
2009,Netherlands,NOS,The Toppers,Shine,English,Gordon Heuckeroth,NA
2009,Norway,NRK,Alexander Rybak,Fairytale,English,Alexander Rybak,NA
2009,Poland,TVP,Lidia Kopania,I Don't Wanna Leave,English,Dee AdamRike BoomgaardenAlex GeringasBernd Klimpel,NA
2009,Portugal,RTP,Flor-de-Lis,Todas as ruas do amor,Portuguese,Pedro MarquesPaulo Pereira,NA
2009,Romania,TVR,Elena,The Balkan Girls,English,Ovidiu BistriceanuLaurențiu DuțăDaris MangalAlexandru Pelin,NA
2009,Russia,C1R,Anastasia Prikhodko,"Mamo"" (Мамо)","Russian, Ukrainian",Diana GoldeKonstantin Meladze,NA
2009,Serbia,RTS,Marko Kon and Milaan,"Cipela"" (Ципела)",Serbian,Aleksandar KobacMarko KonMilan Nikolić,NA
2009,Slovakia,STV,Kamil Mikulčík and Nela Pocisková,Leť tmou,Slovak,Rastislav DubovskýPetronela KolevskáAda Žigová,NA
2009,Slovenia,RTVSLO,Quartissimo feat. Martina,Love Symphony,"English, Slovene",Andrej BabićSaša Lendero,NA
2009,Spain,RTVE,Soraya Arnelas,La noche es para mí,Spanish,Jason GillIrini MichasFelipe PedrosoDimitri Stassos,NA
2009,Sweden,SVT,Malena Ernman,La Voix,"French, English",Malena ErnmanFredrik Kempe,NA
2009,Switzerland,SRG SSR,Lovebugs,The Highest Heights,English,LovebugsFlorian SennAdrian SieberThomas Rechberger,NA
2009,Turkey,TRT,Hadise,Düm Tek Tek,English,Hadise AçıkgözSinan AkçılStefaan Fernande,NA
2009,Ukraine,NTU,Svetlana Loboda,Be My Valentine! (Anti-Crisis Girl),English,Svetlana LobodaYevgeny Matyushenko,NA
2009,United Kingdom,BBC,Jade Ewen,It's My Time,English,Andrew Lloyd WebberDiane Warren,NA
2010,Albania,RTSH,Juliana Pasha,It's All About You,English,Pirro ÇakoArdit Gjebrea,NA
2010,Armenia,AMPTV,Eva Rivas,Apricot Stone,English,Karen KavaleryanArmen Martirosyan,NA
2010,Azerbaijan,İTV,Safura,Drip Drop,English,Anders BaggeSandra BjurmanStefan Örn,NA
2010,Belarus,BTRC,3+2 feat. Robert Wells,Butterflies,English,Malka ChaplinMaxim Fadeev,NA
2010,Belgium,VRT,Tom Dice,Me and My Guitar,English,Tom DiceAshley HicklinJeroen Swinnen,NA
2010,Bosnia and Herzegovina,BHRT,Vukašin Brajić,Thunder and Lightning,English,Dino Šaran,NA
2010,Bulgaria,BNT,Miro,"Angel si ti"" (Ангел си ти)","Bulgarian, English",Gordon DavisMiroslav KostadinovMihail Mihailov,NA
2010,Croatia,HRT,Feminnem,Lako je sve,Croatian,Branimir MihaljevićNeda ParmaćPamela Ramljak,NA
2010,Cyprus,CyBC,Jon Lilygreen and the Islanders,Life Looks Better in Spring,English,Melis KonstantinouNasos Lambrianides,NA
2010,Denmark,DR,Chanée and N'evergreen,In a Moment like This,English,Erik BernholmThomas G:sonHenrik Sethsson,NA
2010,Estonia,ERR,Malcolm Lincoln,Siren,English,Robin Juhkental,NA
2010,Finland,YLE,Kuunkuiskaajat,Työlki ellää,Finnish,Timo Kiiskinen,NA
2010,France,France Télévisions,Jessy Matador,Allez Ola Olé,French,Jacques BallueHugues Ducamin,NA
2010,Georgia,GPB,Sofia Nizharadze,Shine,English,Christian LeuzziHarry SommerdahlHanne Sørvaag,NA
2010,Germany,NDR,Lena,Satellite,English,Julie FrostJohn Gordon,NA
2010,Greece,ERT,Giorgos Alkaios and Friends,"Opa"" (Ώπα)",Greek,Giorgos AlkaiosGiannis Antoniou and Friends,NA
2010,Iceland,RÚV,Hera Björk,Je ne sais quoi,English,Hera BjörkÖrlygur Smári,NA
2010,Ireland,RTÉ,Niamh Kavanagh,It's for You,English,Lina ErikssonMårten ErikssonJonas GladnikoffNiall Mooney,NA
2010,Israel,IBA,Harel Skaat,"Milim"" (מילים)",Hebrew,Tomer AdaddiNoam Horev,NA
2010,Latvia,LTV,Aisha,What For?,English,Jānis LūsēnsGuntars Račs,NA
2010,Lithuania,LRT,InCulto,Eastern European Funk,English,InCulto,NA
2010,Macedonia,MRT,Gjoko Taneski,"Jas ja imam silata"" (Јас ја имам силата)",Macedonian,Kristijan Gabrovski,NA
2010,Malta,PBS,Thea Garrett,My Dream,English,Sunny AquilinaJason Cassar,NA
2010,Moldova,TRM,SunStroke Project and Olia Tira,Run Away,English,Alina GaletskayaAnton RagozaSergey Stepanov,NA
2010,Netherlands,TROS,Sieneke,Ik ben verliefd (Sha-la-lie),Dutch,Pierre Kartner,NA
2010,Norway,NRK,Didrik Solli-Tangen,My Heart Is Yours,English,Fredrik KempeHanne Sørvaag,NA
2010,Poland,TVP,Marcin Mroziński,Legenda,"English, Polish",Marcin MrozińskiMarcin Nierubiec,NA
2010,Portugal,RTP,Filipa Azevedo,Há dias assim,Portuguese,Augusto Madureira,NA
2010,Romania,TVR,Paula Seling and Ovi,Playing with Fire,English,Ovidiu Cernăuțeanu,NA
2010,Russia,RTR,Peter Nalitch and Friends,Lost and Forgotten,English,Peter Nalitch,NA
2010,Serbia,RTS,Milan Stanković,"Ovo je Balkan"" (Oво je Балкан)",Serbian,Goran BregovićLjiljana JorgovanovićMarina Tucaković,NA
2010,Slovakia,STV,Kristína,Horehronie,Slovak,Martin KavuličKamil Peteraj,NA
2010,Slovenia,RTVSLO,Ansambel Žlindra and Kalamari,Narodnozabavni rock,Slovene,Marino LegovičLeon Oblak,NA
2010,Spain,RTVE,Daniel Diges,Algo pequeñito,Spanish,Jesús CañadillaDaniel DigesAlberto JodarLuis Miguel de la Varga,NA
2010,Sweden,SVT,Anna Bergendahl,This Is My Life,English,Kristian LagerströmBobby Ljunggren,NA
2010,Switzerland,SRG SSR,Michael von der Heide,Il pleut de l'or,French,André GrüterMichael von der HeideHeike KospachPele Loriano,NA
2010,Turkey,TRT,Manga,We Could Be the Same,English,MangaFiona Movery AkıncıEvren Özdemir,NA
2010,Ukraine,NTU,Alyosha,Sweet People,English,Borys KukobaOlena KucherVadim Lisitsa,NA
2010,United Kingdom,BBC,Josh Dubovie,That Sounds Good to Me,English,Steve CrosbyMike StockPete Waterman,NA
2011,Albania,RTSH,Aurela Gaçe,Feel the Passion,English,Sokol MarsiShpëtim Saraçi,NA
2011,Armenia,AMPTV,Emmy,Boom Boom,English,Hayk HarutyunyanHayk HovhannisyanSosi Khanikyan,NA
2011,Austria,ORF,Nadine Beiler,The Secret is Love,English,Nadine BeilerThomas Rabitsch,NA
2011,Azerbaijan,İTV,Ell and Nikki,Running Scared,English,Sandra BjurmanIain James FarquharsonStefan Örn,NA
2011,Belarus,BTRC,Anastasia Vinnikova,I Love Belarus,English,Svetlana GeraskovaEugene Oleynik,NA
2011,Belgium,RTBF,Witloof Bay,With Love Baby,English,Benoît GiauxRoxorLoops,NA
2011,Bosnia and Herzegovina,BHRT,Dino Merlin,Love in Rewind,English,Dino Merlin,NA
2011,Bulgaria,BNT,Poli Genova,"Na inat"" (На инат)",Bulgarian,Sebastian ArmanDavid BronnerPoli GenovaBorislav Milanov,NA
2011,Croatia,HRT,Daria,Celebrate,English,Boris ĐurđevićMarina Mudrinić,NA
2011,Cyprus,CyBC,Christos Mylordos,"San aggelos s'agapisa"" (Σαν άγγελος σ'αγάπησα)",Greek,Andreas AnastasiouMichalis Antoniou,NA
2011,Denmark,DR,A Friend in London,New Tomorrow,English,Lise CabbleJakob Schack Glæsner,NA
2011,Estonia,ERR,Getter Jaani,Rockefeller Street,English,Sven Lõhmus,NA
2011,Finland,Yle,Paradise Oskar,Da Da Dam,English,Axel Ehnström,NA
2011,France,France Télévisions,Amaury Vassili,Sognu,Corsican,Quentin BacheletJean-Pierre MarcellesiJulie MillerDaniel Moyne,NA
2011,Georgia,GPB,Eldrine,One More Day,English,Mikheil ChelidzeDJ BE$$DJ Rock,NA
2011,Germany,NDR,Lena,Taken by a Stranger,English,Monica BirkenesNicole MorierGus Seyffert,NA
2011,Greece,ERT,Loukas Yorkas feat. Stereo Mike,Watch My Dance,"English, Greek",Giannis ChristodoulopoulosEleana Vrachali,NA
2011,Hungary,MTVA,Kati Wolf,What About My Dreams?,"English, Hungarian",Péter GesztiJohnny K. PalmerGergő RáczViktor Rakonczai,NA
2011,Iceland,RÚV,Sjonni's Friends,Coming Home,English,Sjonni BrinkÞórunn Clausen,NA
2011,Ireland,RTÉ,Jedward,Lipstick,English,Lars Halvor JensenMartin Michael LarssonDaniel Priddy,NA
2011,Israel,IBA,Dana International,Ding Dong,"Hebrew, English",Dana International,NA
2011,Italy,RAI,Raphael Gualazzi,Madness of Love,"Italian, English",Raffaele Gualazzi,NA
2011,Latvia,LTV,Musiqq,Angel in Disguise,English,Marats Ogļezņevs,NA
2011,Lithuania,LRT,Evelina Sašenko,C'est ma vie,"English, French, Lithuanian Sign Language",Andrius KairysPaulius Zdanavičius,NA
2011,Macedonia,MRT,Vlatko Ilievski,"Rusinka"" (Русинкa)","Macedonian, English","Vladimir DojčinovskiJovan JovanovGrigor KoprovMarko Marinković ""Slatkaristika""",NA
2011,Malta,PBS,Glen Vella,One Life,English,Fleur BalzanPaul Giordimaina,NA
2011,Moldova,TRM,Zdob și Zdub,So Lucky,English,Marc ElsnerMihai GîncuRoman IagupovAndy Schuman,NA
2011,Netherlands,TROS,3JS,Never Alone,English,Jan DullesJaap KwakmanJaap de Witte,NA
2011,Norway,NRK,Stella Mwangi,Haba Haba,"English, Swahili",Beyond51Big CityStella Mwangi,NA
2011,Poland,TVP,Magdalena Tul,Jestem,Polish,Magdalena Tul,NA
2011,Portugal,RTP,Homens da Luta,A luta é alegria,Portuguese,Vasco DuarteJel,NA
2011,Romania,TVR,Hotel FM,Change,English,Gabriel BăruţaAlexandra Ivan,NA
2011,Russia,C1R,Alexey Vorobyov,Get You,"English, Russian","AJ JuniorBilal ""The Chef""RedOneEric SanicolaAlexey Vorobyov",NA
2011,San Marino,SMRTV,Senit,Stand By,English,Radiosa Romani,NA
2011,Serbia,RTS,Nina,"Čaroban"" (Чаробан)",Serbian,Kristina Kovač,NA
2011,Slovakia,RTVS,Twiins,I'm Still Alive,English,Branislav JančichSandra NordstromBryan Todd,NA
2011,Slovenia,RTVSLO,Maja Keuc,No One,English,Matjaž VlašičUrša Vlašič,NA
2011,Spain,RTVE,Lucía Pérez,Que me quiten lo bailao,Spanish,Rafael Artesero,NA
2011,Sweden,SVT,Eric Saade,Popular,English,Fredrik Kempe,NA
2011,Switzerland,SRG SSR,Anna Rossinelli,In Love for a While,English,David Klein,NA
2011,Turkey,TRT,Yüksek Sadakat,Live It Up,English,Ergün ArsalKutlu Özmakinacı,NA
2011,Ukraine,NTU,Mika Newton,Angel,English,Ruslan KvintaMaryna Skomorohova,NA
2011,United Kingdom,BBC,Blue,I Can,English,Ciaron BellBen CollierIan HopeDuncan JamesLiam KeenanLee RyanStarSign,NA
2012,Albania,RTSH,Rona Nishliu,Suus,Albanian,Florent BoshnjakuRona Nishliu,NA
2012,Austria,ORF,Trackshittaz,Woki mit deim Popo,German,Manuel HoffelnerLukas Plöchl,NA
2012,Azerbaijan,İTV,Sabina Babayeva,When the Music Dies,English,Anders BaggeSandra BjurmanJohan KronlundStefan Örn,NA
2012,Belarus,BTRC,Litesound,We Are the Heroes,English,Dmitriy KaryakinVladimir Karyakin,NA
2012,Belgium,VRT,Iris,Would You?,English,Walter MannaertsJean Bosco SafariNina Sampermans,NA
2012,Bosnia and Herzegovina,BHRT,Maya Sar,Korake ti znam,Bosnian,Maja Sarihodžić,NA
2012,Bulgaria,BNT,Sofi Marinova,Love Unlimited,"Bulgarian, Greek",Krum GeorgievIasen KozevDonka Vasileva,NA
2012,Croatia,HRT,Nina Badrić,Nebo,Croatian,Nina Badrić,NA
2012,Cyprus,CyBC,Ivi Adamou,La La Love,English,Björn DjupströmAlex PapaconstantinouViktor SvenssonAlexandra Zakka,NA
2012,Denmark,DR,Soluna Samay,Should've Known Better,English,Isam BachiriChief 1RemeeAmir Sulaiman,NA
2012,Estonia,ERR,Ott Lepland,Kuula,Estonian,Aapo IlvesOtt Lepland,NA
2012,Finland,Yle,Pernilla,När jag blundar,Swedish,Jonas Karlsson,NA
2012,France,France Télévisions,Anggun,Echo (You and I),"French, English",AnggunJean-Pierre PilotWilliam Rousseau,NA
2012,Georgia,GPB,Anri Jokhadze,I'm a Joker,"English, Georgian",Rusudan ChkhaidzeBibi Kvachadze,NA
2012,Germany,NDR,Roman Lob,Standing Still,English,Jamie CullumWayne HectorSteve Robson,NA
2012,Greece,ERT,Eleftheria Eleftheriou,Aphrodisiac,English,Dajana LööfDimitri StassosMikaela Stenström,NA
2012,Hungary,MTVA,Compact Disco,Sound of Our Hearts,English,Behnam LotfiGábor PálAttila SándorCsaba Walkó,NA
2012,Iceland,RÚV,Greta Salóme and Jónsi,Never Forget,English,Greta Salóme,NA
2012,Ireland,RTÉ,Jedward,Waterline,English,Nick JarlSharon Vaughn,NA
2012,Israel,IBA,Izabo,Time,"English, Hebrew",Shiri HadarRan Shem Tov,NA
2012,Italy,RAI,Nina Zilli,L'amore è femmina (Out of Love),"English, Italian",Charlie MasonFrida MolanderChristian RabbKristoffer SjökvistNina Zilli,NA
2012,Latvia,LTV,Anmary,Beautiful Song,English,Ivars MakstnieksRolands Ūdris,NA
2012,Lithuania,LRT,Donny Montell,Love Is Blind,English,Jodie RoseBrandon Stone,NA
2012,Macedonia,MRT,Kaliopi,"Crno i belo"" (Црно и бело)",Macedonian,Romeo GrillKaliopi,NA
2012,Malta,PBS,Kurt Calleja,This Is the Night,English,Kurt CallejaMikael GunneråsJohan Jämtberg,NA
2012,Moldova,TRM,Pasha Parfeny,Lăutar,English,Alex BrașoveanuPasha Parfeni,NA
2012,Montenegro,RTCG,Rambo Amadeus,Euro Neuro,English,Rambo Amadeus,NA
2012,Netherlands,TROS,Joan Franka,You and Me,English,Joan FrankaJessica Hoogenboom,NA
2012,Norway,NRK,Tooji,Stay,English,Figge BoströmPeter BoströmTooji,NA
2012,Portugal,RTP,Filipa Sousa,Vida minha,Portuguese,Andrej BabićCarlos Coelho,NA
2012,Romania,TVR,Mandinga,Zaleilah,"Spanish, English",Elena IonescuCosti IonițăOmar Secada,NA
2012,Russia,RTR,Buranovskiye Babushki,Party for Everybody,"Udmurt, English",Mary S. ApplegateViktor DrobyshTimofei LeontievOlga Tuktaryova,NA
2012,San Marino,SMRTV,Valentina Monetta,The Social Network Song (Oh Oh – Uh – Oh Oh),English,José Juan Santana RodriguezRalph SiegelTimothy Touchton,NA
2012,Serbia,RTS,Željko Joksimović,"Nije ljubav stvar"" (Није љубав ствар)",Serbian,Željko JoksimovićMiloš RoganovićMarina Tucaković,NA
2012,Slovakia,RTVS,Max Jason Mai,Don't Close Your Eyes,English,Max Jason Mai,NA
2012,Slovenia,RTVSLO,Eva Boto,Verjamem,Slovene,Vladimir GraićIgor PirkovičHari Varešanović,NA
2012,Spain,RTVE,Pastora Soler,Quédate conmigo,Spanish,Erik BernholmThomas G:sonAntonio Sánchez,NA
2012,Sweden,SVT,Loreen,Euphoria,English,Peter BoströmThomas G:son,NA
2012,Switzerland,SRG SSR,Sinplus,Unbreakable,English,Gabriel BrogginiIvan Broggini,NA
2012,Turkey,TRT,Can Bonomo,Love Me Back,English,Can Bonomo,NA
2012,Ukraine,NTU,Gaitana,Be My Guest,English,GaitanaKiwi Project,NA
2012,United Kingdom,BBC,Engelbert Humperdinck,Love Will Set You Free,English,Sacha SkarbekMartin Terefe,NA
2013,Albania,RTSH,Adrian Lulgjuraj and Bledar Sejko,Identitet,Albanian,Bledar SejkoEda Sejko,NA
2013,Armenia,AMPTV,Dorians,Lonely Planet,English,Tony IommiVardan Zadoyan,NA
2013,Austria,ORF,Natália Kelly,Shine,English,Andreas GrassAlexander KahrNatália KellyNikola Paryla,NA
2013,Azerbaijan,İTV,Farid Mammadov,Hold Me,English,John BallardRalph CharlieDimitris Kontopoulos,NA
2013,Belarus,BTRC,Alyona Lanskaya,Solayoh,English,Martin KingMarc Paelinck,NA
2013,Belgium,RTBF,Roberto Bellarosa,Love Kills,English,Jukka ImmonenIain James,NA
2013,Bulgaria,BNT,Elitsa Todorova and Stoyan Yankoulov,"Samo shampioni"" (Само шампиони)",Bulgarian,Kristian TalevElitsa Todorova,NA
2013,Croatia,HRT,Klapa s Mora,Mižerja,Croatian,Goran Topolovac,NA
2013,Cyprus,CyBC,Despina Olympiou,"An me thimasai"" (Aν με θυμάσαι)",Greek,Andreas GiorgallisZenon Zindilis,NA
2013,Denmark,DR,Emmelie de Forest,Only Teardrops,English,Lise CabbleJulia Fabrin JakobsenThomas Stengaard,NA
2013,Estonia,ERR,Birgit,Et uus saaks alguse,Estonian,Mihkel MattisenSilvia Soro,NA
2013,Finland,Yle,Krista Siegfrids,Marry Me,English,Kristoffer KarlssonJessica LundströmErik NyholmKrista Siegfrids,NA
2013,France,France Télévisions,Amandine Bourgeois,L'enfer et moi,French,Boris BergmanDavid Salkin,NA
2013,Georgia,GPB,Nodi Tatishvili and Sophie Gelovani,Waterfall,English,Erik BernholmThomas G:son,NA
2013,Germany,NDR,Cascada,Glorious,English,Andres BallinasTony CornelissenYann PeiferManuel Reuter,NA
2013,Greece,ERT,Koza Mostra feat. Agathon Iakovidis,Alcohol Is Free,Greek,Ilias KozasStathis Pachidis,NA
2013,Hungary,MTVA,ByeAlex,"Kedvesem"" (Zoohacker Remix)",Hungarian,Alex MártaZoltán Palásti Kovács,NA
2013,Iceland,RÚV,Eythor Ingi,Ég á líf,Icelandic,Örlygur SmáriPétur Örn Guðmundsson,NA
2013,Ireland,RTÉ,Ryan Dolan,Only Love Survives,English,Wez DevineRyan Dolan,NA
2013,Israel,IBA,Moran Mazor,"Rak Bishvilo"" (רק בשבילו)",Hebrew,Chen HarariGal Sarig,NA
2013,Italy,RAI,Marco Mengoni,L'essenziale,Italian,Roberto CasalinoFrancesco De BenedittisMarco Mengoni,NA
2013,Latvia,LTV,PeR,Here We Go,English,Arturas BurkeRalfs Eilands,NA
2013,Lithuania,LRT,Andrius Pojavis,Something,English,Andrius Pojavis,NA
2013,Macedonia,MRT,Esma and Lozano,"Pred da se razdeni"" (Пред да се раздени)","Macedonian, Romani",Simeon AtanasovMagdalena CvetkovskaLazar CvetkoskiDarko Dimitrov,NA
2013,Malta,PBS,Gianluca,Tomorrow,English,Boris CezekDean Muscat,NA
2013,Moldova,TRM,Aliona Moon,O mie,Romanian,Pasha ParfenyYuliana Scutaru,NA
2013,Montenegro,RTCG,Who See,"Igranka"" (Игранка)",Montenegrin,Dejan DedovićMario ĐorđevićĐorđe Miljenović,NA
2013,Netherlands,TROS,Anouk,Birds,English,Martin GjerstadTore JohanssonAnouk Teeuwe,NA
2013,Norway,NRK,Margaret Berger,I Feed You My Love,English,Robin LynchNiklas OlovsonKarin Park,NA
2013,Romania,TVR,Cezar,It's My Life,English,Cristian Faur,NA
2013,Russia,C1R,Dina Garipova,What If,English,Gabriel AlaresJoakim BjörnbergLeonid Gutkin,NA
2013,San Marino,SMRTV,Valentina Monetta,Crisalide (Vola),Italian,Mauro BalestriRalph Siegel,NA
2013,Serbia,RTS,Moje 3,"Ljubav je svuda"" (Љубав је свуда)",Serbian,Saša Milošević MareMarina Tucaković,NA
2013,Slovenia,RTVSLO,Hannah,Straight into Love,English,Hannah ManciniErik MarganMarko PrimužakMatija RodićGregor Zemljič,NA
2013,Spain,RTVE,ESDM,Contigo hasta el final,Spanish,David FeitoRaquel del RosarioJuan Luis Suárez,NA
2013,Sweden,SVT,Robin Stjernberg,You,English,Joy DebLinnea DebJoakim Harestad HaukaasRobin Stjernberg,NA
2013,Switzerland,SRG SSR,Takasa,You and Me,English,Roman CamenzindFred HerrmannGeorg Schlunegger,NA
2013,Ukraine,NTU,Zlata Ognevich,Gravity,English,Karen KavaleryanMikhail Nekrasov,NA
2013,United Kingdom,BBC,Bonnie Tyler,Believe in Me,English,Christopher BraideDesmond ChildLauren Christy,NA
2014,Albania,RTSH,Hersi,One Night's Anger,English,Gentian LakoJorgo Papingji,NA
